filename,width,height,class,xmin,ymin,xmax,ymax,labels
../../dataset/train/XML/002226_VAZEC-TP_2020_Jun_27_235825_ARBO.jpg,1280,960,TLE,205,335,235,404,1
../../dataset/train/XML/rotated22_TP_2019_Jun_20_201712_Senec_copy_2.jpg,1280,960,TLE,278,586,369,672,1
../../dataset/train/XML/rotated-41_TP_2017_Aug_18_210409_ARBO.jpg,1280,960,TLE,307,307,363,351,1
../../dataset/train/XML/vf_TP_2021_Jul_10_005538_AGO.jpg,1280,960,TLE,1039,177,1078,216,1
../../dataset/train/XML/rotated20_TP_2019_Jun_20_201712_Senec_copy.jpg,1280,960,TLE,282,589,347,666,1
../../dataset/train/XML/1_202709_VAZEC-TP_2020_Jun_12_230402_ARBO.jpg,1280,960,TLE,1070,498,1152,617,1
../../dataset/train/XML/vf_TP_2016_May_28_210815_ARBO.jpg,1280,960,TLE,459,87,499,124,1
../../dataset/train/XML/TP_2017_Aug_27_192119_AGO.jpg,1280,960,TLE,735,11,785,66,1
../../dataset/train/XML/TP_2018_Jun_12_211342_KNM.jpg,1280,960,TLE,499,0,614,84,1
../../dataset/train/XML/hf_TP_2020_Jul_10_211114_ARBO.jpg,1280,960,TLE,925,625,1026,701,1
../../dataset/train/XML/TP_2020_Dec_06_232829_ARBO.jpg,1280,960,TLE,1084,584,1179,709,1
../../dataset/train/XML/rotated-42_TP_2021_Jul_09_001657_AGO.jpg,1280,960,TLE,244,359,286,390,1
../../dataset/train/XML/TP_2020_Jun_12_230402_ARBO.jpg,1280,960,TLE,1070,498,1152,617,1
../../dataset/train/XML/rotated24_TP_2019_Aug_29_193340_KNM.jpg,1280,960,TLE,215,602,307,690,1
../../dataset/train/XML/rotated-30_TP_2015_Jul_17_231955_ARBO.jpg,1280,960,TLE,392,204,583,313,1
../../dataset/train/XML/rotated16_TP_2021_Jul_10_004443_AGO.jpg,1280,960,TLE,1030,530,1082,580,1
../../dataset/train/XML/TP_2016_Jun_26_000206_ARBO.jpg,1280,960,TLE,251,395,346,537,1
../../dataset/train/XML/hf_TP_2020_Jun_12_230402_ARBO.jpg,1280,960,TLE,127,498,209,617,1
../../dataset/train/XML/hf_TP_2016_May_28_210815_ARBO_copy.jpg,1280,960,TLE,732,870,760,900,1
../../dataset/train/XML/024104_AGO-TP_2017_Jun_25_000112_VAZEC.jpg,1280,960,TLE,191,163,231,216,1
../../dataset/train/XML/rotated-18_TP_2020_Jun_12_231443_KNM.jpg,1280,960,TLE,890,406,1011,623,1
../../dataset/train/XML/rotated-12_TP_2020_Jun_26_232011_AGO.jpg,1280,960,TLE,785,834,846,871,1
../../dataset/train/XML/hf_TP_2020_Jul_10_212922_ARBO_copy.jpg,1280,960,TLE,896,677,948,706,1
../../dataset/train/XML/rotated-24_TP_2020_Jun_12_233915_AGO.jpg,1280,960,TLE,927,682,965,713,1
../../dataset/train/XML/rotated8_TP_2020_Jul_10_204302_ARBO.jpg,1280,960,TLE,246,583,305,647,1
../../dataset/train/XML/vf_TP_2020_Jun_12_233915_AGO.jpg,1280,960,TLE,1092,324,1128,357,1
../../dataset/train/XML/vf_TP_2021_Jul_09_001657_AGO.jpg,1280,960,TLE,158,278,200,310,1
../../dataset/train/XML/vf_TP_2018_Jun_12_211342_KNM.jpg,1280,960,TLE,499,875,614,960,1
../../dataset/train/XML/031043_VAZEC-TP_2020_Jun_28_222045_ARBO.jpg,1280,960,TLE,188,520,247,582,1
../../dataset/train/XML/vf_TP_2020_Jul_10_212922_ARBO_copy.jpg,1280,960,TLE,331,253,383,282,1
../../dataset/train/XML/TP_2020_Jun_26_232011_AGO.jpg,1280,960,TLE,901,880,964,913,1
../../dataset/train/XML/TP_2020_Jun_12_233915_AGO.jpg,1280,960,TLE,1092,602,1128,635,1
../../dataset/train/XML/hf_TP_2021_Jul_30_221537_AGO.jpg,1280,960,TLE,1070,663,1118,735,1
../../dataset/train/XML/hf_TP_2017_Jun_25_000112_VAZEC.jpg,1280,960,TLE,1049,163,1089,216,1
../../dataset/train/XML/TP_2020_Jun_28_222045_ARBO.jpg,1280,960,TLE,188,520,247,582,1
../../dataset/train/XML/vf_TP_2020_Jul_10_204302_ARBO.jpg,1280,960,TLE,196,343,251,411,1
../../dataset/train/XML/212434_AGO-TP_2019_Aug_29_193340_KNM.jpg,1280,960,TLE,83,460,157,568,1
../../dataset/train/XML/hf_TP_2017_Jul_05_231212_AGO-Spec_copy.jpg,1280,960,TLE,746,724,800,821,1
../../dataset/train/XML/hf_TP_2021_Jul_10_004443_AGO.jpg,1280,960,TLE,175,683,223,738,1
../../dataset/train/XML/vf_TP_2020_Jun_12_233915_ARBO.jpg,1280,960,TLE,1082,221,1177,333,1
../../dataset/train/XML/rotated-20_TP_2017_Jul_05_231212_AGO-Spec_copy.jpg,1280,960,TLE,466,617,513,702,1
../../dataset/train/XML/024747_VAZEC-TP_2020_Jun_12_233915_AGO.jpg,1280,960,TLE,1092,602,1128,635,1
../../dataset/train/XML/rotated38_TP_2018_Jun_12_211342_KNM.jpg,1280,960,TLE,333,266,383,328,1
../../dataset/train/XML/hf_TP_2014_Aug_05_001512_ARBO.jpg,1280,960,TLE,100,429,161,529,1
../../dataset/train/XML/hf_TP_2016_Jun_26_000206_ARBO.jpg,1280,960,TLE,933,395,1028,537,1
../../dataset/train/XML/rotated29_TP_2020_Jul_10_211114_ARBO.jpg,1280,960,TLE,454,671,493,713,1
../../dataset/train/XML/hf_TP_2020_Jun_26_232011_AGO.jpg,1280,960,TLE,315,880,378,913,1
../../dataset/train/XML/024747_ARBO-TP_2015_Jul_17_231955_ARBO.jpg,1280,960,TLE,237,165,377,396,1
../../dataset/train/XML/TP_2021_Jul_09_001657_AGO.jpg,1280,960,TLE,158,648,200,680,1
../../dataset/train/XML/231033_AGO-TP_2020_Jul_10_211114_ARBO.jpg,1280,960,TLE,275,641,327,679,1
../../dataset/train/XML/rotated-37_TP_2017_Jun_25_004257_AGO.jpg,1280,960,TLE,537,188,608,225,1
../../dataset/train/XML/TP_2017_Jul_05_232810_AGO-Spec_copy.jpg,1280,960,TLE,539,721,592,816,1
../../dataset/train/XML/hf_TP_2019_Jun_20_201712_Senec_copy_2.jpg,1280,960,TLE,1036,491,1114,591,1
../../dataset/train/XML/vf_TP_2017_May_30_222354_ARBO.jpg,1280,960,TLE,379,124,531,250,1
../../dataset/train/XML/hf_TP_2020_Jun_12_233915_ARBO.jpg,1280,960,TLE,103,626,198,738,1
../../dataset/train/XML/vf_TP_2017_Jul_05_231212_AGO-Spec_copy.jpg,1280,960,TLE,479,138,533,235,1
../../dataset/train/XML/vf_TP_2020_Dec_06_232829_ARBO.jpg,1280,960,TLE,1084,250,1179,375,1
../../dataset/train/XML/TP_2020_Jul_10_212922_ARBO_copy.jpg,1280,960,TLE,331,677,383,706,1
../../dataset/train/XML/hf_TP_2016_May_28_210815_ARBO.jpg,1280,960,TLE,780,835,820,872,1
../../dataset/train/XML/vf_TP_2016_Jun_26_000206_ARBO.jpg,1280,960,TLE,251,421,346,563,1
../../dataset/train/XML/023155_VAZEC-TP_2020_Dec_06_232829_ARBO.jpg,1280,960,TLE,1084,584,1179,709,1
../../dataset/train/XML/rotated17_TP_2017_Jul_05_233807_ARBO.jpg,1280,960,TLE,537,738,585,778,1
../../dataset/train/XML/000931_ARBO-TP_2018_Jun_12_211342_KNM.jpg,1280,960,TLE,499,0,614,84,1
../../dataset/train/XML/TP_2016_Jun_25_212031_AGO.jpg,1280,960,TLE,570,3,691,70,1
../../dataset/train/XML/hf_TP_2020_Jul_10_204302_ARBO.jpg,1280,960,TLE,1028,548,1083,616,1
../../dataset/train/XML/1_220215_ARBO-TP_2020_Jun_12_233915_ARBO.jpg,1280,960,TLE,1082,626,1177,738,1
../../dataset/train/XML/rotated-42_TP_2020_Jul_10_212922_ARBO_copy.jpg,1280,960,TLE,307,376,387,496,1
../../dataset/train/XML/TP_2017_May_30_222354_ARBO.jpg,1280,960,TLE,379,709,531,835,1
../../dataset/train/XML/013541_AGO-TP_2020_Jul_10_204302_ARBO.jpg,1280,960,TLE,196,548,251,616,1
../../dataset/train/XML/rotated25_TP_2017_Jun_25_000112_VAZEC.jpg,1280,960,TLE,197,402,245,446,1
../../dataset/train/XML/rotated19_TP_2016_May_28_210815_ARBO_copy.jpg,1280,960,TLE,649,769,680,796,1
../../dataset/train/XML/TP_2017_Jul_05_233807_ARBO.jpg,1280,960,TLE,419,791,466,832,1
../../dataset/train/XML/vf_TP_2017_Aug_27_192119_AGO.jpg,1280,960,TLE,735,892,785,947,1
../../dataset/train/XML/231608_AGO-TP_2016_May_28_210815_ARBO.jpg,1280,960,TLE,459,835,499,872,1
../../dataset/train/XML/vf_TP_2020_Jul_10_211114_ARBO.jpg,1280,960,TLE,253,258,354,334,1
../../dataset/train/XML/214917_ARBO-TP_2017_Jul_21_213147_KNM.jpg,1280,960,TLE,1131,578,1168,641,1
../../dataset/train/XML/rotated36_TP_2017_May_30_222354_ARBO.jpg,1280,960,TLE,578,655,736,737,1
../../dataset/train/XML/TP_2020_Jun_12_233915_ARBO.jpg,1280,960,TLE,1082,626,1177,738,1
../../dataset/train/XML/rotated38_TP_2016_Jun_25_212031_AGO.jpg,1280,960,TLE,384,240,451,288,1
../../dataset/train/XML/vf_TP_2020_Jun_12_230402_ARBO.jpg,1280,960,TLE,1070,342,1152,461,1
../../dataset/train/XML/232120_ARBO-TP_2017_Jul_05_231212_AGO-Spec_copy.jpg,1280,960,TLE,479,724,533,821,1
../../dataset/train/XML/TP_2014_Aug_05_001512_ARBO.jpg,1280,960,TLE,1118,429,1179,529,1
../../dataset/train/XML/hf_TP_2020_Jun_12_233915_AGO.jpg,1280,960,TLE,151,602,187,635,1
../../dataset/train/XML/011919_ARBO-TP_2017_Aug_18_210409_ARBO.jpg,1280,960,TLE,172,514,213,573,1
../../dataset/train/XML/rotated-8_TP_2020_Jun_28_222045_ARBO.jpg,1280,960,TLE,218,460,279,519,1
../../dataset/train/XML/hf_TP_2017_May_30_222354_ARBO.jpg,1280,960,TLE,748,709,900,835,1
../../dataset/train/XML/TP_2017_Jun_25_000112_VAZEC.jpg,1280,960,TLE,191,163,231,216,1
../../dataset/train/XML/rotated-17_TP_2020_Dec_06_232829_ARBO.jpg,1280,960,TLE,944,650,1052,759,1
../../dataset/train/XML/rotated44_TP_2021_Jul_30_221537_AGO.jpg,1280,960,TLE,465,741,533,793,1
../../dataset/train/XML/vf_TP_2016_Jun_25_212031_AGO.jpg,1280,960,TLE,570,889,691,956,1
../../dataset/train/XML/rotated-16_TP_2014_Aug_05_001512_ARBO.jpg,1280,960,TLE,1021,542,1095,627,1
../../dataset/train/XML/012441_VAZEC-TP_2020_Jul_10_212922_ARBO_copy.jpg,1280,960,TLE,331,677,383,706,1
../../dataset/train/XML/1_214647_ARBO-TP_2016_May_28_210815_ARBO_copy.jpg,1280,960,TLE,518,870,546,900,1
../../dataset/train/XML/205631_VAZEC-TP_2014_Aug_05_001512_ARBO.jpg,1280,960,TLE,1118,429,1179,529,1
../../dataset/train/XML/vf_TP_2017_Jun_25_000112_VAZEC.jpg,1280,960,TLE,191,743,231,796,1
../../dataset/train/XML/rotated20_TP_2017_Aug_27_192119_AGO.jpg,1280,960,TLE,580,128,635,177,1
../../dataset/train/XML/hf_TP_2017_Jul_05_232810_AGO-Spec_copy.jpg,1280,960,TLE,687,721,740,816,1
../../dataset/train/XML/TP_2021_Jul_10_005538_AGO.jpg,1280,960,TLE,1039,744,1078,783,1
../../dataset/train/XML/TP_2019_Aug_29_193340_KNM.jpg,1280,960,TLE,83,460,157,568,1
../../dataset/train/XML/vf_TP_2015_Jul_17_231955_ARBO.jpg,1280,960,TLE,237,563,377,794,1
../../dataset/train/XML/232057_ARBO-TP_2020_Jun_26_232011_AGO.jpg,1280,960,TLE,901,880,964,913,1
../../dataset/train/XML/vf_TP_2017_Jul_05_232810_AGO-Spec_copy.jpg,1280,960,TLE,539,143,592,238,1
../../dataset/train/XML/vf_TP_2017_Jul_21_213147_KNM.jpg,1280,960,TLE,1131,318,1168,381,1
../../dataset/train/XML/hf_TP_2016_Jun_26_235735_AGO.jpg,1280,960,TLE,312,86,388,156,1
../../dataset/train/XML/215025_VAZEC-TP_2017_Jul_05_233807_ARBO.jpg,1280,960,TLE,419,791,466,832,1
../../dataset/train/XML/1_020800_ARBO-TP_2019_Jun_20_201712_Senec_copy_2.jpg,1280,960,TLE,165,491,243,591,1
../../dataset/train/XML/hf_TP_2020_Dec_06_232829_ARBO.jpg,1280,960,TLE,100,584,195,709,1
../../dataset/train/XML/182045_VAZEC-TP_2016_Jun_26_235735_AGO.jpg,1280,960,TLE,891,86,967,156,1
../../dataset/train/XML/215025_VAZEC-TP_2017_Jun_25_004257_AGO.jpg,1280,960,TLE,272,140,349,222,1
../../dataset/train/XML/TP_2021_Jul_10_004443_AGO.jpg,1280,960,TLE,1056,683,1104,738,1
../../dataset/train/XML/vf_TP_2020_Jun_12_231443_KNM.jpg,1280,960,TLE,911,409,1099,686,1
../../dataset/train/XML/TP_2020_Jun_12_231443_KNM.jpg,1280,960,TLE,911,273,1099,550,1
../../dataset/train/XML/hf_TP_2015_Jul_17_231955_ARBO.jpg,1280,960,TLE,902,165,1042,396,1
../../dataset/train/XML/rotated3_TP_2017_Jul_21_213147_KNM.jpg,1280,960,TLE,1117,545,1156,606,1
../../dataset/train/XML/TP_2021_Jul_30_221537_AGO.jpg,1280,960,TLE,162,663,210,735,1
../../dataset/train/XML/vf_TP_2021_Jul_10_004443_AGO.jpg,1280,960,TLE,1056,221,1104,277,1
../../dataset/train/XML/hf_TP_2017_Aug_18_210409_ARBO.jpg,1280,960,TLE,1067,514,1108,573,1
../../dataset/train/XML/202336_VAZEC-TP_2016_Jun_26_000206_ARBO.jpg,1280,960,TLE,251,395,346,537,1
../../dataset/train/XML/TP_2017_Jun_25_004257_AGO.jpg,1280,960,TLE,272,140,349,222,1
../../dataset/train/XML/005656_ARBO-TP_2021_Jul_10_004443_AGO.jpg,1280,960,TLE,1056,683,1104,738,1
../../dataset/train/XML/182045_VAZEC-TP_2017_Aug_27_192119_AGO.jpg,1280,960,TLE,735,11,785,66,1
../../dataset/train/XML/hf_TP_2017_Jun_25_004257_AGO.jpg,1280,960,TLE,929,140,1006,222,1
../../dataset/train/XML/hf_TP_2019_Aug_29_193340_KNM.jpg,1280,960,TLE,1123,460,1196,568,1
../../dataset/train/XML/vf_TP_2019_Aug_29_193340_KNM.jpg,1280,960,TLE,83,390,157,498,1
../../dataset/train/XML/hf_TP_2018_Jun_12_211342_KNM.jpg,1280,960,TLE,665,0,780,84,1
../../dataset/train/XML/rotated32_TP_2017_Jul_05_232810_AGO-Spec_copy.jpg,1280,960,TLE,727,613,780,677,1
../../dataset/train/XML/hf_TP_2016_Jun_25_212031_AGO.jpg,1280,960,TLE,588,3,709,70,1
../../dataset/train/XML/rotated-37_TP_2016_Jun_26_210955_ARBO.jpg,1280,960,TLE,453,227,486,251,1
../../dataset/train/XML/023005_VAZEC-TP_2014_Aug_05_001019_ARBO.jpg,1280,960,TLE,1108,425,1214,633,1
../../dataset/train/XML/rotated40_TP_2016_May_28_210815_ARBO.jpg,1280,960,TLE,766,701,798,726,1
../../dataset/train/XML/224433_VAZEC-TP_2017_Jul_05_232810_AGO-Spec_copy.jpg,1280,960,TLE,539,721,592,816,1
../../dataset/train/XML/hf_TP_2017_Jul_05_233807_ARBO.jpg,1280,960,TLE,813,791,860,832,1
../../dataset/train/XML/vf_TP_2016_Jun_26_210955_ARBO.jpg,1280,960,TLE,222,646,255,671,1
../../dataset/train/XML/TP_2019_Jun_20_213848_AGO.jpg,1280,960,TLE,266,189,340,249,1
../../dataset/train/XML/rotated-27_TP_2020_Jun_12_230402_ARBO.jpg,1280,960,TLE,900,621,1003,716,1
../../dataset/train/XML/TP_2016_May_28_210815_ARBO_copy.jpg,1280,960,TLE,518,870,546,900,1
../../dataset/train/XML/TP_2017_Jun_20_210457_AGO.jpg,1280,960,TLE,193,170,236,227,1
../../dataset/train/XML/rotated15_TP_2019_Jun_20_201712_Senec.jpg,1280,960,TLE,263,566,325,655,1
../../dataset/train/XML/rotated-41_TP_2021_Jul_09_002910_AGO.jpg,1280,960,TLE,221,386,286,436,1
../../dataset/train/XML/hf_TP_2019_Jun_20_213848_AGO.jpg,1280,960,TLE,939,189,1013,249,1
../../dataset/train/XML/hf_TP_2017_Aug_27_192119_AGO.jpg,1280,960,TLE,495,11,545,66,1
../../dataset/train/XML/TP_2016_Jun_26_235735_AGO.jpg,1280,960,TLE,891,86,967,156,1
../../dataset/train/XML/TP_2020_Aug_26_200220_VAZEC.jpg,1280,960,TLE,321,51,386,106,1
../../dataset/train/XML/TP_2021_Jul_09_203214_ARBO_copy_2.jpg,1280,960,TLE,1032,145,1071,178,1
../../dataset/train/XML/vf_TP_2019_Jun_20_201712_Senec_copy_2.jpg,1280,960,TLE,165,368,243,468,1
../../dataset/train/XML/TP_2020_Jul_10_204302_ARBO.jpg,1280,960,TLE,196,548,251,616,1
../../dataset/train/XML/031751_ARBO-TP_2016_Jun_25_212031_AGO.jpg,1280,960,TLE,570,3,691,70,1
../../dataset/train/XML/TP_2019_Aug_30_020858_ARBO.jpg,1280,960,TLE,250,224,291,288,1
../../dataset/train/XML/hf_TP_2020_Jun_28_222045_ARBO.jpg,1280,960,TLE,1032,520,1091,582,1
../../dataset/train/XML/hf_TP_2021_Jul_09_001657_AGO.jpg,1280,960,TLE,1080,648,1122,680,1
../../dataset/train/XML/rotated-25_TP_2017_Jun_25_003818_AGO.jpg,1280,960,TLE,440,172,533,230,1
../../dataset/train/XML/hf_TP_2019_Aug_12_001232_ARBO.jpg,1280,960,TLE,856,835,928,889,1
../../dataset/train/XML/rotated-29_TP_2016_Jul_30_202606_ARBO.jpg,1280,960,TLE,437,214,468,237,1
../../dataset/train/XML/hf_TP_2018_Apr_12_225543_KNM_copy.jpg,1280,960,TLE,691,10,812,83,1
../../dataset/train/XML/vf_TP_2016_Jun_26_235735_AGO.jpg,1280,960,TLE,891,804,967,874,1
../../dataset/train/XML/TP_2017_Jul_21_213147_KNM.jpg,1280,960,TLE,1131,578,1168,641,1
../../dataset/train/XML/214840_ARBO-TP_2021_Jul_09_001657_AGO.jpg,1280,960,TLE,158,648,200,680,1
../../dataset/train/XML/hf_TP_2020_Jun_28_000042_ARBO.jpg,1280,960,TLE,1096,247,1135,323,1
../../dataset/train/XML/rotated36_TP_2021_Jul_10_005538_AGO.jpg,1280,960,TLE,1022,452,1066,486,1
../../dataset/train/XML/rotated18_TP_2017_Aug_10_002403_ARBO.jpg,1280,960,TLE,272,440,310,513,1
../../dataset/train/XML/195810_AGO-TP_2019_Aug_29_193340_ARBO.jpg,1280,960,TLE,366,804,475,884,1
../../dataset/train/XML/hf_TP_2019_Jun_15_205146_AGO-Spec.jpg,1280,960,TLE,579,872,643,925,1
../../dataset/train/XML/rotated-31_TP_2021_Jul_09_204015_ARBO.jpg,1280,960,TLE,992,410,1072,476,1
../../dataset/train/XML/005628_ARBO-TP_2021_Jul_10_005538_AGO.jpg,1280,960,TLE,1039,744,1078,783,1
../../dataset/train/XML/hf_TP_2016_Jun_25_204153_ARBO.jpg,1280,960,TLE,687,0,760,28,1
../../dataset/train/XML/TP_2017_Aug_18_210409_ARBO.jpg,1280,960,TLE,172,514,213,573,1
../../dataset/train/XML/2_005720_ARBO-TP_2018_Apr_12_225543_KNM_copy.jpg,1280,960,TLE,467,10,588,83,1
../../dataset/train/XML/vf_TP_2014_Aug_05_001512_ARBO.jpg,1280,960,TLE,1118,430,1179,530,1
../../dataset/train/XML/1_004028_AGO-TP_2020_Jun_12_231443_KNM.jpg,1280,960,TLE,911,273,1099,550,1
../../dataset/train/XML/023644_ARBO-TP_2019_Aug_30_020858_ARBO.jpg,1280,960,TLE,250,224,291,288,1
../../dataset/train/XML/rotated17_TP_2017_Jul_05_232810_AGO-Spec_copy_2.jpg,1280,960,TLE,663,657,736,726,1
../../dataset/train/XML/vf_TP_2021_Jul_30_221537_AGO.jpg,1280,960,TLE,162,224,210,296,1
../../dataset/train/XML/rotated31_TP_2019_Jun_15_205146_AGO-Spec.jpg,1280,960,TLE,812,687,852,718,1
../../dataset/train/XML/hf_TP_2017_Jul_21_213147_KNM.jpg,1280,960,TLE,110,578,147,641,1
../../dataset/train/XML/TP_2019_Jun_20_201712_Senec_copy_2.jpg,1280,960,TLE,165,491,243,591,1
../../dataset/train/XML/203413_VAZEC-TP_2017_May_30_222354_ARBO.jpg,1280,960,TLE,379,709,531,835,1
../../dataset/train/XML/hf_TP_2015_Jul_17_223106_ARBO.jpg,1280,960,TLE,1003,262,1049,339,1
../../dataset/train/XML/TP_2014_Aug_05_001019_ARBO.jpg,1280,960,TLE,1108,425,1214,633,1
../../dataset/train/XML/hf_TP_2017_May_30_231401_ARBO.jpg,1280,960,TLE,731,730,822,801,1
../../dataset/train/XML/hf_TP_2017_Aug_10_002403_ARBO.jpg,1280,960,TLE,996,307,1063,390,1
../../dataset/train/XML/rotated-29_TP_2019_Aug_12_001232_ARBO.jpg,1280,960,TLE,276,592,348,646,1
../../dataset/train/XML/hf_TP_2021_Jul_10_005538_AGO.jpg,1280,960,TLE,201,744,240,783,1
../../dataset/train/XML/vf_TP_2017_Jun_20_210457_AGO.jpg,1280,960,TLE,193,732,236,789,1
../../dataset/train/XML/TP_2016_May_28_210815_ARBO.jpg,1280,960,TLE,459,835,499,872,1
../../dataset/train/XML/vf_TP_2017_Jul_05_233807_ARBO.jpg,1280,960,TLE,419,127,466,168,1
../../dataset/train/XML/vf_TP_2017_Aug_18_210409_ARBO.jpg,1280,960,TLE,172,386,213,445,1
../../dataset/train/XML/rotated-20_TP_2016_Jun_26_235735_AGO.jpg,1280,960,TLE,968,364,1030,413,1
../../dataset/train/XML/vf_TP_2016_May_28_210815_ARBO_copy.jpg,1280,960,TLE,518,59,546,89,1
../../dataset/train/XML/vf_TP_2020_Jun_26_232011_AGO.jpg,1280,960,TLE,901,46,964,79,1
../../dataset/train/XML/vf_TP_2020_Jun_28_222045_ARBO.jpg,1280,960,TLE,188,377,247,439,1
../../dataset/train/XML/rotated-19_TP_2020_Aug_26_200220_VAZEC.jpg,1280,960,TLE,488,110,555,163,1
../../dataset/train/XML/hf_TP_2016_Jun_25_220052_AGO.jpg,1280,960,TLE,630,44,704,136,1
../../dataset/train/XML/vf_TP_2017_Jun_25_004257_AGO.jpg,1280,960,TLE,272,737,349,819,1
../../dataset/train/XML/hf_TP_2016_Jun_26_211950_ARBO_copy.jpg,1280,960,TLE,1029,312,1077,359,1
../../dataset/train/XML/hf_TP_2020_Jun_12_231443_KNM.jpg,1280,960,TLE,180,273,368,550,1
../../dataset/train/XML/hf_TP_2019_Aug_30_020858_ARBO.jpg,1280,960,TLE,987,224,1028,288,1
../../dataset/train/XML/vf_TP_2020_Jun_27_235051_ARBO.jpg,1280,960,TLE,199,550,271,671,1
../../dataset/train/XML/vf_TP_2020_Jun_28_000042_ARBO.jpg,1280,960,TLE,144,636,183,712,1
../../dataset/train/XML/rotated-43_TP_2016_Jun_26_000206_ARBO.jpg,1280,960,TLE,392,290,513,373,1
../../dataset/train/XML/1_032754_ARBO-TP_2016_Jul_30_202606_ARBO.jpg,1280,960,TLE,259,201,293,228,1
../../dataset/train/XML/TP_2015_Jul_17_231955_ARBO.jpg,1280,960,TLE,237,165,377,396,1
../../dataset/train/XML/rotated-44_TP_2020_Jun_12_233915_ARBO.jpg,1280,960,TLE,783,749,850,800,1
../../dataset/train/XML/TP_2019_Jun_20_201712_Senec.jpg,1280,960,TLE,155,357,254,598,1
../../dataset/train/XML/vf_TP_2017_Jul_23_212517_ARBO.jpg,1280,960,TLE,1222,480,1264,564,1
../../dataset/train/XML/TP_2017_May_30_231401_ARBO.jpg,1280,960,TLE,456,730,547,801,1
../../dataset/train/XML/hf_TP_2019_Jun_20_201712_Senec.jpg,1280,960,TLE,1025,357,1124,598,1
../../dataset/train/XML/vf_TP_2017_Jun_25_003818_AGO.jpg,1280,960,TLE,243,716,355,819,1
../../dataset/train/XML/rotated-44_TP_2018_Apr_12_225543_KNM_copy.jpg,1280,960,TLE,762,201,873,284,1
../../dataset/train/XML/TP_2021_Jul_10_005633_ARBO.jpg,1280,960,TLE,1063,655,1121,704,1
../../dataset/train/XML/hf_TP_2017_Jul_23_212517_ARBO.jpg,1280,960,TLE,16,394,58,478,1
../../dataset/train/XML/rotated-3_TP_2015_Jul_17_223106_ARBO.jpg,1280,960,TLE,252,256,300,330,1
../../dataset/train/XML/vf_TP_2017_Jul_05_232810_AGO-Spec_copy_2.jpg,1280,960,TLE,591,147,657,224,1
../../dataset/train/XML/hf_TP_2018_Jul_12_011056_ARBO.jpg,1280,960,TLE,1003,153,1044,202,1
